mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin-1,origin-2,origin-3,0,0
13.0,1.496307924470658,1.5016242793620076,1.0647091883386708,1.2016121640301973,-0.9312473297833982,73,1,0,0,13.0,15.755769729614258
40.9,-0.8552441147764176,-1.0398585180401403,-0.28266033894278475,-1.3407754054076773,0.6280293360920713,80,0,1,0,40.900001525878906,30.125417709350586
13.0,1.496307924470658,1.0412802254929394,0.6722714619460138,1.062270903838061,-0.20600236891108692,76,1,0,0,13.0,16.936294555664062
15.0,1.496307924470658,1.1947282434492954,1.1955217638028897,0.5060867212067379,-1.6564922906557096,73,1,0,0,15.0,17.60978889465332
31.0,-0.8552441147764176,-0.7137814798828835,-0.5835292625104884,-0.2957159539666559,1.3895365450079975,82,1,0,0,31.0,26.874788284301758
25.0,-0.8552441147764176,-0.8000959899833339,-0.4527166870462694,-0.3523971445532876,0.7005538321793022,70,0,1,0,25.0,23.629728317260742
16.0,1.496307924470658,1.1947282434492954,1.1955217638028897,1.440145507748939,-0.9312473297833982,76,1,0,0,16.0,15.947454452514648
19.0,-1.4431321245881865,-1.1837160348742242,-0.19109153611783145,-0.7562506274830382,-0.7499360895653204,72,0,0,1,19.0,26.590002059936523
12.0,1.496307924470658,1.5016242793620076,1.9803972165882036,1.8050306721503804,-1.112558570001476,73,1,0,0,12.0,13.136615753173828
21.1,-0.8552441147764176,-0.5699239630487997,-0.24341656630351904,-0.537791872097062,-0.2785268649983178,78,0,0,1,21.100000381469727,27.207082748413086
37.7,-0.8552441147764176,-1.0014965135510512,-1.1067795643673644,-1.0868909059050562,0.6280293360920713,81,0,0,1,37.70000076293945,35.34524917602539
26.0,-0.8552441147764176,-0.9247725045728732,-1.5253798058528651,-1.2049767196272057,1.969732513705847,73,0,1,0,26.0,32.75693893432617
